PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,confID,year,playoff,tmID
-4.415324514491172,-1.0525713966183834,0.6979732321627131,-2.1623562013359647,-1.1827362186679515,0.7623166991806556,-1.136279330154439,0.04348855362849797,0.3682862393369093,0.38019823037827405,0.24879537447057298,-0.8260977148087209,0.09865508623544784,0,2,1,CHA
1.5577578144494963,-0.25130233653803374,-2.292211376897309,-0.5183540090565703,0.8799388791017223,-0.21031596122732868,-0.760698107187751,0.7677163024886776,-1.5762274840877188,0.4411974292849005,0.4840630137887099,-1.2761608731195293,0.4697540837128508,0,2,1,CLE
-2.595894684459628,-0.1606578075224679,-0.4656136560251259,1.095379408031724,0.8909922196083322,0.7280576797952326,-0.2676918708791686,-1.580098635067176,-0.10228155598308564,0.5312354327555748,0.654950836797232,-0.2570724323953934,1.16290062511506,0,2,0,DET
6.186156058557289,-3.0617172824155507,0.14224281319626142,1.4810102788514956,0.05598610027304229,0.1427181594671659,-1.7229008515403526,-0.14519665674137922,0.18669813569573332,0.11867795192491744,0.27287464225273583,-0.8794059092301261,-1.1021437350859014,1,2,1,HOU
-3.297378966073357,-1.3553938086024429,0.6002714078767301,0.7973753902914136,0.899823899653753,0.6170640837162034,-0.6037002477483255,-0.5837888509391937,-1.2653244898498304,-0.2708172115746516,1.4107549298354278,-1.2002729737816638,-1.460895639952568,0,2,0,IND
4.869601007497861,-0.6884716628394736,0.3551007168128395,-0.9392048117011915,1.661979801851244,3.6417940058996074,2.41905342394824,-0.23279396939543465,1.638527585441343,0.07201579898691338,0.5683536688345724,-0.03184202069064379,0.04156809950170414,1,2,1,LAS
-2.431159575745683,-1.421413094234443,-0.9549016206882591,-0.12310718449438127,-1.0596534354249438,1.2014521962682123,-0.12074584938731753,-0.155144978113505,0.16573729457120528,0.6625405878456008,0.7201241387590072,-0.8404805162111071,-0.5239042323787706,0,2,1,MIA
-2.7008323198668798,0.44074748962403293,-1.163871479820297,0.12752155609485027,0.38693523518055734,0.5782680374749924,-2.2359223558193153,1.0271681246157593,1.1638180645271228,-0.523696191267259,-0.8984886881637415,-0.7796141401526449,0.47957964516203555,1,2,0,MIN
3.58348397851945,-2.225099847409411,-0.2657889920739775,-0.2489619890652455,-0.0747238546390742,0.704312505274626,-2.198989894774649,0.7879594332890218,-0.6366893130977264,0.5553852932747717,0.7523509127969947,-0.20540854309815237,0.427377829645031,0,2,1,NYL
0.38077835486826667,-1.9566471313615899,-1.4355951747409783,0.33969361495509487,0.7313270806636966,-1.337869158813636,-0.6919523080291227,1.4550024570916025,-0.4044825606922144,-0.8834975316806606,-0.11036829845236094,0.844491468212002,-0.08895176408471754,0,2,0,ORL
-0.08055011539771563,-3.163512258848696,0.42860702116515753,2.665043202023417,0.23270471133202733,2.587457268167553,-0.40323631847467684,-0.8697304492644281,-0.4913915721634933,-0.41512136432381586,0.3150589186704395,-0.2178933591423393,-0.20635955834563954,1,2,0,PHO
-4.126644614702948,1.7561528500843846,-0.9864962597405047,-1.3923844252264095,-0.43975751777404903,1.1001403806930512,-0.925293092135665,0.1655680376057226,-0.1288364884413131,0.28992579955672915,0.11891171353553621,-0.7358995569357907,-0.011537199223180045,1,2,0,POR
2.1101205351018595,-1.8342626431424158,0.0834107671798414,1.4353655429799557,-1.0099152719457383,0.3177447570559487,2.9811232270972083,0.9657569285840997,-0.5036842791324647,0.6934768509602597,-0.2679207635575648,1.4211330954320254,-1.0121193753485516,1,2,1,SAC
