PC1,PC2,PC3,PC4,PC5,PC6,confID,year,playoff
-4.3578389898817305,-1.172852747753835,-1.6093722549942278,-0.9809195783737785,1.2897518067646156,-0.031143040569589643,0,2,1
1.045912445032145,-3.102940404668088,-0.9073276533378007,0.8087797070201135,-0.03458522566431137,0.37206329550569134,0,2,1
-2.6191177921763624,-1.89132697683389,1.7136304385934022,0.3251394084711303,0.694390503661368,-1.1600201279411908,0,2,0
5.129060548553629,-3.5949204332493543,0.9865342524667768,0.4266011688555742,1.3281611087670324,-0.5838472142557121,1,2,1
-4.046496250397089,-2.108467657775542,1.126668914307554,-0.3309677165231784,1.3089416743739721,-0.5798040103628097,0,2,0
4.02822220210979,-2.7814812813767715,0.8333538464027659,0.033008364103602424,-1.5772948298267886,-1.4177591603308184,1,2,1
-3.055803129278525,-3.205819354143309,-1.0374640365185606,0.055825579321966766,-0.10817772810439807,-0.09391963625641267,0,2,1
-2.751532953717433,-2.146873729705468,-0.3557687081719319,0.9309498005838033,1.0256736259269854,-0.8426331225059672,1,2,0
2.7793737143249344,-3.5641811949788686,-0.5625950695159948,1.0065244937682474,1.2080732537604557,0.19252816875994228,0,2,1
-0.4455188313761336,-1.9504955201780236,-0.6591076324724211,0.9366033536219975,0.09990034923709497,-0.43645218433205385,0,2,0
-1.0501728131387544,-3.0000073150076356,2.1949448925496093,0.8316724437600047,0.06042603231384401,-1.5286612521125427,1,2,0
-3.8990610946994737,-1.4733575736163218,-1.307236171030989,-0.35469674187153655,1.001770743645365,-0.2292273932218528,1,2,0
1.0777165091884406,-2.2652721673925607,0.6191459274170696,-1.4010243011237642,-2.090577689068864,0.4250010341903417,1,2,1
-5.52151620957028,-2.4408359494243586,-2.3001783698438154,-0.6917058810785953,1.5173051788262866,0.7452454747787088,1,2,0
-1.4054587271932573,-2.00621007366621,3.7138615272257596,-0.9133949034218258,-1.2641343158928124,1.7231696379174715,1,2,1
-1.8752359577393363,-2.8190438805203106,1.7332343765231553,0.406425556439074,0.6993866009768682,-1.188795473929332,0,2,0
2.133183908789667,-3.3560045074705322,-1.3714868826988655,-0.015574810467015367,0.5458805425046257,0.6950506185773403,0,3,1
1.5544622382074191,-3.54037873428812,0.2550268636177135,0.9156033830070318,-1.4069295319561015,-1.0324666540872494,0,3,0
