PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,confID,year,playoff
-4.174647037215895,-0.7494086145075082,-1.9396618397742604,-0.1996464803288087,1.2433220149189061,0.105393375493813,-0.49690330998366367,0.010940354102764229,0,2,1
1.5190171237504055,-1.6672136532794566,-1.0983491609472757,0.5649706309367443,-0.284915882146724,0.3547685606395379,0.7928173570049976,0.6594140211027602,0,2,1
-2.320109308641819,-1.7043575845782468,1.3763821747434142,0.5265701447684,0.33012256598402767,-1.1380840612453738,0.05370774936472293,0.12415359949659939,0,2,0
5.523909652795816,-2.776614297130541,0.4672968802406218,0.7847781691289841,0.9367412530907202,-0.4427269338636342,-1.6969646468879396,-0.8180773415810011,1,2,1
-3.6872678579319076,-1.6518318548258928,0.7804442244403608,0.18053043297154425,1.3606823709168663,-0.9203375669762421,0.3665125949898622,0.7119208603902364,0,2,0
4.371977732073199,-1.7079297551143346,0.5607815457371784,-0.6984710820066835,-1.7653615340522653,-0.8269922782906423,-0.7200899105195262,1.7922420413387927,1,2,1
-2.5015287612139065,-1.9574720080410808,-1.3194343535489255,-0.18243253671745152,-0.016506486162186054,-0.12911160103291727,-0.6268101920305044,-0.9700116371817079,0,2,1
-2.504704555286223,-1.8067316918082759,-0.7886366758038534,1.4688814390616152,-0.1830978427182763,-0.012780189190437594,-1.730781005030427,0.2114422448893652,1,2,0
3.210227375095952,-2.459210474884343,-1.0028176473292965,1.3109346254851264,0.5491433864430428,0.2879264588798918,0.5200179642932815,-0.3910542627534577,0,2,1
-0.24073768118267516,-1.763275853996505,-1.0262660475916063,0.8865203348948837,-0.7327660000626224,0.12224760890537496,0.12903072499474805,-0.24150358596092886,0,2,0
-0.6809418031734626,-2.8825363589404858,1.7034396843753115,0.6258754977568785,-0.4919054561371299,-1.3331977048033954,-0.14783274223897203,-0.39231184243233136,1,2,0
-3.7049151497623463,-1.1929123112562026,-1.6598631255369045,0.2085748916523714,0.690055350864469,0.056418420043141564,-0.8095414562367538,0.21412542802342457,1,2,0
1.3891277220522493,-1.1619591527232462,0.38419919993253154,-2.189819096484938,-1.4223707408012147,0.985637512384993,-0.24192820998116404,1.15111332405329,1,2,1
-5.072332294117167,-1.4165738008558955,-2.628785932195935,-0.06426787633207498,1.7813277694647507,0.3920129022960345,0.13682359960340548,-1.1023250254524197,1,2,0
-1.1876730324413145,-2.205297672521099,3.2994640522064556,-1.553846014060165,-0.6026115753627349,2.229948648698326,-0.18665103025197408,0.20959396648680645,1,2,1
-1.5098145242028467,-2.6467485150382863,1.2319950969221083,0.5279380671151634,0.32725426728764007,-1.1993288830926243,0.26192394671252417,-0.31094111473280717,0,2,0
2.59538278058098,-2.0018989014155584,-1.6982916958280545,-0.011597199684170556,0.7395196015100666,0.35229025128998215,1.551587168545796,0.638483129434397,0,3,1
2.009015650610242,-2.457140157425078,-0.09561023367101096,0.12799595941083758,-1.9715574737193347,-0.40526359500200165,-0.5254894414966679,0.5898751661883351,0,3,0
-4.027419482719471,-1.8010264320421183,2.5335778287531805,0.3262431308900635,0.7368125286575089,2.922458368737763,0.0866319635962195,0.9314823320645251,0,3,0
0.8238893996072625,-1.3635414174320666,-0.8107657656207164,-1.5618481770698869,-0.4467088330035294,-0.6297020364312692,-0.1843861860842604,0.33827798259336006,1,3,1
-3.3034991777959313,-1.2324234835528258,-1.5875918388636512,-0.17027199898531475,0.5124198302799021,0.03435109296894584,-0.5958126683047805,-0.17567771603228863,0,3,1
7.3373338020670875,-0.9067886974094865,1.0188569506973617,-1.1396508055355132,2.752697798798055,-0.47602322942523,-2.4593799862859362,-0.2319265417139574,1,3,1
1.2506110812007118,-2.136361881838869,-0.6261904827273532,0.08293661865771879,-0.640131107100722,-0.33657539479520515,-0.6120741515610199,0.45199789848302724,0,3,0
-2.8308936022876314,-1.3664993543853372,-0.45032925506774846,-0.34702023637717605,0.12232798830191866,1.8017310379126823,-1.1916986719909102,0.9488320486010959,1,3,0
2.668337724323832,-1.8218707792928333,-1.0350181301014874,-0.7262497598140198,-0.12471013544952125,-0.13986735788744883,0.9413337530184758,0.5855904397308911,0,3,1
-2.377428012808034,-1.3433528717846273,1.1733014403460393,-0.9983080875230212,0.6908327595076166,-1.190445568852112,0.6961747187637983,0.015655039198328658,0,3,0
-2.490272948555436,-1.1545150945992053,-0.3379099936212829,-0.9184804454751977,-0.19513730572061672,1.6915284420672643,-0.6332173028514065,-0.06750360662533722,1,3,0
-3.2296328205773124,-0.6198988771346243,-1.4772506141289397,-0.44622273573265275,1.1375113156837182,-0.038405952501788,-1.0126993028352862,0.5556334704495713,1,3,0
2.6747835816314063,-1.361678348917947,-0.23141017139388775,-1.9641391348438286,0.6778809451630191,-0.9434566003447764,1.2033882000669764,0.28552529173159646,1,3,0
-3.8029289635699715,-0.9578574198072664,-1.6788795494793805,-0.05595820592846109,0.9792925464442501,0.12471191869465749,-0.8811109384328606,0.675186082335523,1,3,1
0.2649453417482424,-2.1422763388819774,0.13316009934151748,0.1404719777585879,-0.7691311903786082,-0.8109016949739821,0.08781513302307639,0.9976863163376324,1,3,1
-4.031722794210315,-1.348869404025924,0.7735204153364613,0.07749395862408985,1.3361702538414935,-0.8673608011206227,0.6709307504037274,0.10146912387382363,0,3,1
-0.15815089642233218,-2.1215054008677066,1.5197170114412435,-1.50665747277021,0.004437300901940809,-1.5987654914045042,0.5238599674977371,0.07647240249863595,0,4,1
-3.0880543733793524,-0.8081957827678533,-1.5959680923060933,-0.8620614737574984,0.9627480904399841,-0.1796970165443516,-1.0477608009868906,1.2574296601705217,0,4,1
-3.7445838809574243,-0.7456523531409166,-0.5675270382563051,0.05330816191612409,0.7803376509941735,-0.21611244778672695,-0.5666987847788714,0.9166008172776702,0,4,1
2.9959781814590034,-2.054533328592659,-0.2540426352885071,-2.1758454379722303,-0.6204196971194913,-0.8190087546606132,-0.3729002443585224,-0.02622098850960726,1,4,1
0.0382785139392063,-1.5791172428570903,-1.3112866591483625,-0.7498399262533737,0.2639674655280013,-0.11363491048833319,0.1962765494876961,-0.10455170520619658,0,4,0
5.9447051637898,-1.2242740353075479,0.4290005290489366,-0.8411020667725463,2.6521875267581763,-0.5422795363791625,-2.0539882254426556,-0.0601425876386715,1,4,1
-3.6484279712570826,-1.7980753545718282,0.7264256029293517,-0.44981756743066736,1.3690339002071896,-0.9728743634298102,0.5440870783491698,0.3391532823133721,1,4,1
2.566252068466688,-2.3168856262404085,-1.7960853065952962,0.7766562782511143,0.5758970420745028,0.3874224688535539,1.6773415677627743,0.6371123927719698,0,4,0
-3.8774684323814546,-1.5893117921670983,1.1317914447434942,0.9277801347345717,0.6620671020598171,-0.6012597563997849,0.5254334688801204,-0.11655938982100716,1,4,0
-2.117561783698302,-0.8852883308063181,-0.5808089254700248,-2.4009246572252687,0.36102273648893474,1.3587291912274262,-0.20216659194838554,-0.4621932344044169,1,4,1
0.05730694782504093,-1.013171988910694,-1.0214341202545647,-1.2883441955371202,-0.46987294422761006,-0.5408874920753517,0.06936047502396056,0.9503131222087383,1,4,0
0.9943148260745612,-1.6467987930381773,-1.0155235135682206,0.8200548510273257,0.41906574935576874,0.10331413759841988,-0.36118057173482065,0.4835603607559496,0,4,0
0.30538493996428945,-0.4346049199758332,-0.7541271623688723,0.14917251774357562,-1.7843511643345993,-0.05616385174600642,0.5775390935334944,-1.2118286327136323,0,5,0
