PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,confID,year,playoff,tmID
-4.064871259183747,-1.732573494518414,-0.07852771942918974,0.6337592194978617,-0.9792245104514333,0.4195557933558409,-0.27924789979295545,0.36041305971809695,-0.13292499867887822,0.009180841762117673,-0.18649085862976886,0.05038167812150584,0.14620918546345787,0,2,1,CHA
1.5407830498988697,-0.9435275535517684,1.4078242252057418,-0.09631344998028428,1.69943010321854,-0.2920769477034221,0.9668864413659198,-0.7466149931169199,-1.1451808384555517,0.1579311898617776,-0.483004066527694,-0.4398527555257311,0.2361562348880649,0,2,1,CLE
-2.2845699558114285,1.65815957495011,0.8642956243406993,0.137493054799544,-0.1022944657807125,-1.0221931836940343,0.33478977754050576,0.9478890131100596,0.2742193554286869,-0.2429328937428046,-0.07992847332683484,-0.3222389852221141,-0.27657338847210916,0,2,0,DET
5.749684556290092,1.244465588328913,0.900223189944439,0.1673240252395109,-1.7846068362813607,0.3779996431283425,-1.3883891667690618,1.5558336919022635,-0.11333312560313606,-0.6391270010027945,-1.6392025429368269,0.39789302439952384,-0.5192924487701787,1,2,1,HOU
-3.569478759433316,1.0540045464690686,0.3191328778104657,1.022295576478851,-0.7196937344079606,-0.7794679768140305,0.5074477286632743,-0.06649823945913536,0.4685723182316857,-0.6235381369960661,-0.37152160542250695,-0.4193999893342532,0.20955155154069494,0,2,0,IND
4.525555995600201,0.9993735220589717,-0.33304670607674136,-2.070236857920294,0.2327385122400006,-0.568047782443332,-0.4952268166210829,-1.017641805877664,1.117640287377248,-0.1653648747312427,-0.49033046354387466,0.06434038889463474,-0.6629214002592362,1,2,1,LAS
-2.298747204571651,-0.6962646336280256,0.0609197849252314,-0.7274057236665241,-1.1280061757330202,0.3792993147790219,-0.45341657974717275,0.984763962529217,-0.7624348929644488,-0.18257873404129007,0.024311915102251117,-0.022688258002066343,-0.17862087287001305,0,2,1,MIA
-2.4022366660935974,-0.2966754418459138,1.8449648507345204,-0.4238378002144288,-0.16478234892152302,0.23342281697198988,-1.5353094772728544,0.4776001554569176,0.40315173540536275,-0.6444777425658703,0.18176748292021538,1.1097394693853355,0.27024628513988996,1,2,0,MIN
3.4741762310759055,-0.18072569852639833,1.4139100962830617,-0.1579322646005601,-1.658827979170261,0.9612977537690975,0.7042747336531052,0.35980984834753427,-0.5425100472708642,0.165710269896273,0.3508733088857574,-0.07666407487732871,0.3624005228029242,0,2,1,NYL
-0.1297457366203626,-0.5046690516091129,1.3173579792555217,-1.0689944645607363,-0.09969015026627101,0.3635829753723088,0.3802599548717841,0.41579473557046787,-0.7502860694672918,0.18924807538681815,0.5482678152264835,-0.5337856727741127,-0.26174303546075933,0,2,0,ORL
-0.4089554218666147,2.638322092558444,0.6334377384064784,-1.1846691317077858,-1.8355240804535609,-0.4648958442695273,-0.010600866241119918,0.8370123657210791,0.3360191586403322,0.13322665930058386,0.06960367264377733,0.37227587620835473,0.2589803860861615,1,2,0,PHO
-3.615474900396502,-1.4067626856336102,0.5687514599685676,0.31573543784160435,-0.229331445576665,0.12526731738329921,-0.6167357929825401,0.3020268465969304,0.054009308037755936,-0.14041548902737833,-0.36866650361307396,0.5573744865680352,0.43792239174755426,1,2,0,POR
1.567896772704497,0.675775463222492,-2.065015048063924,-1.8025122372364437,0.32291105350395294,1.2531869929483843,0.10241576399676915,-0.5344450266581372,0.4409386221598715,-0.29736003408335837,0.03316721845379903,-0.0228783054425428,0.48702147781932925,1,2,1,SAC
-4.96715125102801,-2.3470186919572456,0.33585020673102994,1.1896024788740673,-0.7375570716206219,0.46441615231848454,0.3532789013270317,1.6489706356445974,-0.427161131992613,0.41721654157796095,0.1492647074368044,0.13453280262562556,-0.3163997655309215,1,2,0,SEA
