PC1,PC2,PC3,PC4,confID,year,playoff
-4.576993907638253,-1.201033529894662,-1.5236055985058885,-1.0019282708146529,0,2,1
0.7689892086632133,-3.663252053503226,-0.9614960098971315,0.7447272369025408,0,2,1
-2.8122383644931555,-1.3066427405892098,1.5189057756247661,0.12695984428517798,0,2,0
5.051253140270557,-3.9252585218211693,1.0032809662666975,0.583902613589965,1,2,1
-3.9403419946256957,-2.335370525109584,1.600556369527519,0.20648066397714687,0,2,0
4.2173516115303045,-2.4761244806945926,1.4781782250225481,-0.4294707984346712,1,2,1
-3.307788860633984,-3.1233146141636103,-0.8534121814153117,-0.3231633293568645,0,2,1
-3.1413428519696063,-2.224726955358696,-0.6624863484540756,0.8445333847302348,1,2,0
2.5209125425553207,-4.144748624906817,-0.6456071810437622,0.9963201957383678,0,2,1
-0.5699380484659097,-2.276434170547726,-0.4702705495145972,0.7697631769772764,0,2,0
-1.0851540859053388,-3.01342069907921,2.3209674694474094,1.1695817194125475,1,2,0
-4.04339260144767,-1.170896108061315,-1.168051966523824,-0.6399175784559621,1,2,0
1.1316434114407066,-2.067934487374268,1.3068597204206311,-1.8252225948893335,1,2,1
-5.844910493583557,-2.5313874175235562,-2.162915847975008,-0.936218185263,1,2,0
-0.9725392896057803,-0.9010842092836923,4.618173959158105,-1.2648470255971818,1,2,1
-1.9677182538316755,-2.979574373311325,1.9230934983423607,0.6281803392653252,0,2,0
1.7994304648328912,-3.6211005751559906,-1.4113740299848947,-0.45670561263746007,0,3,1
1.0195760211073006,-4.033895694407616,-0.05953053467089972,0.6713829068045523,0,3,0
-4.5983206791480224,-1.9355289435574337,2.587554583762532,0.8409123390319747,0,3,0
0.24548061061356227,-2.547875083464635,-0.4320167648597196,-1.3631871781715845,1,3,1
-3.730991253615777,-1.3883961440919415,-0.9737552363069011,-1.0669210972466445,0,3,1
7.165191265535264,-2.1840437025594635,1.3074104480414175,-2.2990717010803863,1,3,1
0.759387577237433,-3.6316037548059508,0.15228495268425446,0.40213302699720177,0,3,0
-2.8091293900886027,-0.6128967367276393,0.5548251490908003,-1.1265023530713951,1,3,0
1.7438994646615726,-4.7390978426012875,-0.8334172586078086,0.008589854721737717,0,3,1
-2.681591125439102,-1.7156934191767397,1.702241175622013,-0.9909185330077204,0,3,0
-2.8250958540983557,-1.5084048031273731,0.387946584593783,-1.2219201886094677,1,3,0
-3.616236240554889,-0.7937001508027766,-1.119670239648023,-1.4486765195865678,1,3,0
2.3149442978031236,-1.9225196416358878,0.38582998858985235,-2.3497336113136504,1,3,0
-4.34064058949495,-1.8240043077203365,-1.1291533145689805,-0.8827844920897616,1,3,1
0.05260301050678689,-1.5460986418055118,0.9785902992894069,-0.4169409458647883,1,3,1
-4.37003225230786,-1.7194058882685108,1.1741239229444906,0.04513816616437076,0,3,1
-0.6534199603068032,-2.851853972717719,2.105115165607969,-0.8750392694060954,0,4,1
-3.512191302610048,-1.6333913130571307,-1.1844051221353453,-1.2013601155647187,0,4,1
-3.8689454730030106,-0.39698127861789945,0.0435461688080801,-1.0207315156525023,0,4,1
2.7460558754628352,-3.4170902317251115,0.8246153929053484,-1.431107872823321,1,4,1
-0.5664928697343332,-2.2828473151475093,-0.9242945690916563,-1.421902363624705,0,4,0
5.862417599787785,-2.120019092872654,1.1249670026224456,-2.0962213547378616,1,4,1
-4.232309591717138,-2.3128712479210054,1.0648828884260229,-0.5381453019733421,1,4,1
1.830662095570876,-4.37562455566239,-1.3940368832149628,0.6286010636314915,0,4,0
-4.457345785400555,-1.8900660961312488,1.2071133569519559,0.6535887094642766,1,4,0
-2.298589373282559,-0.7478185026334169,0.0792357093955597,-2.4427282479389687,1,4,1
-0.45944630390380503,-2.4130825867684895,-0.320730656606318,-1.4818226094716969,1,4,0
0.34926519275443485,-3.177681282012869,-0.8381687903933644,0.6137970671429898,0,4,0
0.09420261571899563,-1.0626777481252534,-0.8488508707665678,1.1555458004081465,0,5,0
1.0377964408700528,0.22146850872862486,-1.0345025298161117,2.023911632964323,0,5,1
6.1376803141705585,0.91945729254689,0.4881409961795391,1.2540089507490222,0,5,1
1.8799944004387974,-0.09655266846744177,-0.4978792762548011,-0.8066997240670799,1,5,0
-1.532461806831295,0.7721955522014341,1.2231451848150439,-0.8249575916372742,0,5,0
5.761369313495028,0.5626198600466505,0.3698903547619968,0.5315664163515861,1,5,1
0.2526758239273646,-0.4067952501416873,-1.0020639390682542,1.8917621910444138,1,5,1
-1.4099793908512979,-0.16092060278799794,0.21272337581875375,-0.09693757261266127,0,5,1
-4.558855143061888,0.6887796465836227,0.2655205602813168,1.4133930712198177,1,5,0
1.92167297900333,-0.2832480117670111,-0.3803923485769001,-0.03272722463608534,1,5,1
-2.1071923370110226,2.328624073364591,1.196157088470504,-0.8481777210230831,1,5,0
