PC1,PC2,PC3,PC4,confID,year,playoff
-0.02452620307179254,0.3455632319084,-0.10702052580673145,-0.9459388160676082,1,5,1
-3.517542830638916,1.2347499973835956,0.5085248069666234,0.9387733376002201,0,5,1
-2.40730950305756,-0.4278841395238927,2.844304106946889,-0.06728818571752382,0,6,0
2.3992126823012514,-1.044383504376363,-1.8609870799584294,2.311385534821109,0,6,1
1.069501828295386,1.5368295595290304,-0.7282906436190099,-0.7064691765205351,0,6,1
-2.091843234030694,0.3716660845946473,-1.5319084380242405,-1.5995846557194688,1,6,1
-1.79909680366581,0.3100187323147704,-1.0091615790407211,-0.8693850119540024,0,6,1
2.7658496353302913,1.0875872360420913,3.6699521636556813,-0.45978869019850543,1,6,1
-0.31056513987862044,-0.5314291133618616,-0.7564534503073106,1.438747454315,1,6,0
0.5540268634061059,-0.5489048476191236,-0.5712647236670939,2.096333774703227,0,6,1
-1.2044227913025478,-0.35311094890756123,-0.4156647836959347,0.21730803667575826,1,6,0
1.343443675351748,-0.6264625300157287,-1.4905894107264896,1.5150355605931909,1,6,1
-2.5006206559808972,0.931451335066739,-2.0465584424431333,-0.7760371971436133,1,6,0
3.414984044678148,-0.6177692927716282,-0.9094781182365997,1.4884063728779242,1,6,1
-0.8437788866179591,0.4444811318054038,0.47294505320562286,0.6652051433852992,0,6,0
-4.788898276558316,0.5504448445149467,-0.5795522737997304,0.8820488628302259,0,7,0
4.228567351684841,-1.341679756352251,-0.08643193027821608,3.035084809599342,0,7,1
0.04722711432741904,0.9300816797479665,-0.7770498764823519,-0.2616664440436695,0,7,1
2.132161888652561,-0.5986474794405988,-1.512240080530808,-1.5720496434225517,1,7,1
1.7607187800586905,-1.5762789407958238,-1.0188663103778466,1.1622827424402253,0,7,1
-0.27603283879249696,0.20306812878087085,1.1228784075903055,1.3051402292776015,1,7,1
-2.9709720278350567,0.7196208593268856,2.8774387379162794,0.7997817872504938,1,7,0
-0.4519048717795807,-0.8223899701186674,-0.843769380398698,2.6429942330270273,0,7,0
-1.3090480896531889,0.3293172908008542,2.3562214916299937,0.8718677741452735,1,7,0
5.059197792596306,-1.8442836585476987,-0.4216629061292433,0.6466858786385447,1,7,1
-4.6001856787127675,1.1066950239589497,-2.430697127685022,-0.8639378061175872,1,7,0
1.4105583471242702,1.00045338167118,-0.27029650215193746,0.3296808749982858,1,7,1
-1.753867358819031,-0.6060084621014016,-1.3095805432787815,0.39560433767840497,0,7,1
-4.7791363108086795,2.2687139190754904,0.46785680880826663,1.3943457920195594,0,8,0
4.615086225975101,0.7870058478739622,0.6116080980752738,1.6338245259141397,0,8,1
6.182284069136424,0.5392303627991016,-0.49407800278002645,-0.2902184292264361,0,8,1
0.9353750200223777,0.6021021614568728,0.327108689348702,0.5132186392377629,1,8,0
1.646020524399499,0.33077370571305653,-0.5756590767448461,-0.6321603295002073,0,8,1
3.0459064892036336,1.2319511052055598,1.457049631712555,0.32244935642081946,1,8,0
-3.3413571380566798,2.76888972977272,1.141038360181374,1.5543409215745438,1,8,0
-3.241969906148758,1.826641365557474,-1.3837233846808505,1.5233255921264528,0,8,1
0.35873565071212843,3.6256238257318847,-0.25703434592814917,-1.3466862346059632,1,8,1
2.4373206038361563,1.0774703521582496,1.4799479573996526,-0.5626249522663928,1,8,1
-1.7035789228595666,1.9768797892248848,-1.3873719540036875,-0.9225129958246195,1,8,1
1.2210852555574434,1.3295558439078747,-0.5584433083533498,-0.2427188882010203,1,8,1
0.9371999540680428,1.0847335138045333,0.2761080607830425,-0.22352174096480001,0,8,0
-2.148933532787326,2.598419648210351,1.072672994783253,0.9115498701304842,0,9,0
0.9210171691789584,1.51008007720007,-0.30512918753426,2.746236673063806,0,9,1
6.664945098739568,0.913238595281049,-1.1227707207341837,-0.5485046447038674,0,9,1
-1.353551322848722,2.439002614849263,-1.1043042748026972,-1.1221304837924357,1,9,0
2.241213669830942,0.8964971573947847,-0.4748667826028825,0.028012903975334763,0,9,1
-2.740417902167247,2.730215578045229,-1.7545798400905561,-0.5170878380050427,1,9,1
-2.673181780479434,2.7907669016400702,-1.4480132069782894,0.43224741786978893,1,9,0
-0.3285433084871104,1.3130562286367766,-1.1572182750896043,1.7475479312051037,0,9,1
4.267427104233193,3.5511750640665634,2.918530212979236,1.2857698071934804,1,9,0
1.089086948272741,1.5607617447170248,-0.7933878253444311,1.1759851347742893,1,9,1
2.1466651726558226,0.3983991268037422,-1.256502433513175,0.6373259331969474,1,9,1
0.5763900198004261,2.491417210919691,0.9704174801753404,-1.0441627268482243,1,9,1
-1.2028634769170474,2.9087223412886143,3.545402999669867,-0.20056358861680285,0,9,0
-4.430245562180686,3.7080794546965277,-2.232939414494964,-1.4724875786071152,0,10,1
-1.4381448774001173,2.3899825127995675,-0.5881900079763621,-0.5482324601480287,0,10,0
1.9116741333708842,1.2168787186439514,-0.3447487625548309,1.4303096263247672,0,10,0
6.322941592433815,1.1146710341789559,0.13308158205791623,-1.6773249593375499,0,10,1
0.8874363946196024,1.2773298987495956,-0.8495436885950988,-0.7488283730731675,0,10,1
4.246302595051626,2.7831759646438314,-0.3794231504894919,-2.8292075519289774,1,10,1
-1.3332007968472013,3.4362718722741006,1.9702816434878687,0.2574149029175654,1,10,0
1.7959426529614053,0.95766790215777,-0.43312850699516203,0.966516563549308,0,10,0
0.00019239432211051182,5.043965900180076,0.056222989427847606,-1.6718790340229708,1,10,1
0.010926772924115674,2.4183838524761083,-0.8198062459504734,-1.1813240390060118,1,10,0
4.726996409967664,0.3779569514250487,-1.1498824816434055,-0.37540446185916865,1,10,1
2.4015359438720343,1.057120290948155,0.035117367438079465,-0.43923880283867656,1,10,1
-3.163100980555969,1.9702620131026554,0.49178197347429137,-0.44855047894412237,0,10,1
1.5577499880796766,3.2746106032932225,-0.673281712295311,-0.9849923417031475,0,11,1
-1.4451305491439297,2.4693726607466315,1.9614189525489,1.0255165205796686,0,11,0
-1.1810938047049637,2.4060307956605027,-0.3971166214566236,1.695822371854236,0,11,0
5.27056378411833,0.7779649265983508,-1.105745495702689,0.09481743679749437,0,11,1
2.8034858223395687,1.6924653107848902,-0.6727279591806122,0.07214424735157524,1,11,1
-1.8305875611360136,3.210523275114933,1.4647740063969705,-0.009166858651669304,1,11,0
-2.2752897221946546,2.114469112373377,0.0729689102062842,1.2862046819526884,0,11,1
7.232300208321394,3.8255594268519824,-0.3440197727796241,-1.4401257030558574,1,11,1
-0.20038508109921438,1.6155561090365562,-1.448141084335659,0.8895584250066026,1,11,1
2.289087894762169,1.875126426110118,-0.37612752845577735,-0.6679682451952305,1,11,1
-1.0398476426514471,2.4743009665212443,-0.11401259371273872,0.8608254770249892,0,11,1
