PC1,PC2,PC3,PC4,PC5,PC6,PC7,confID,year,playoff,tmID
-4.744301742178742,-0.9930342858528284,0.6315515448088183,1.2471473910894573,1.125062530256766,-1.7181678044223025,0.6419135440886137,0,2,1,CHA
0.9533452796125833,-2.229688708156699,-2.2658119138296526,-0.9823089657604169,1.2831580149612782,0.6599722476030211,-0.3277173308998567,0,2,1,CLE
-2.9477832231626495,-1.0001361815175953,-1.9644400699467008,1.2484275839708847,-1.2005346664932561,1.194216479188823,0.7693819644286711,0,2,0,DET
5.558343117639212,-4.184233175039445,0.7672340081987025,-1.2046918944517686,-1.1514599367916307,0.2165662559332481,-0.04567263603410869,1,2,1,HOU
-3.7110076673324506,-1.4168709611136938,0.8768579649311575,-1.2043866086184292,-0.7342613081799717,0.8512666871421773,0.5042820114633533,0,2,0,IND
4.558658384966975,-1.9571682662612129,0.03211603423515172,0.9819043106141808,0.5407344303875895,1.6492641613742185,4.280941409606619,1,2,1,LAS
-3.2337343334271997,-2.8775151880609284,-2.1142879300009594,0.6141905325315855,-0.15410979389795001,-1.0241164207490823,1.4568058536975335,0,2,1,MIA
-2.734803485100274,0.3013122635644074,0.024627493240001654,-2.328843723798448,0.5199561490156281,-0.01731586995383409,-0.0476739843446358,1,2,0,MIN
2.838980019889192,-3.815157464806199,-0.05669013068982273,-0.5679192167253021,0.27237778657864087,-0.3559425392614357,0.3117035307747744,0,2,1,NYL
-0.15123427358386465,-2.6000603742501793,-0.08855366023155399,-1.2622164801712619,0.7168279271698725,0.728752343782191,-1.7652265931467157,0,2,0,ORL
-0.6998752354489819,-3.452930421379468,0.5480011833896523,-0.6991519690587558,-2.3524396368020057,0.7457216633044456,2.337094905026656,1,2,0,PHO
-4.068900923715797,1.2928205036476392,-1.4077600428842134,0.12572653531862132,1.0552282646894888,-0.8936247994494287,0.9764176075697368,1,2,0,POR
1.5638091090996673,-2.815903143060102,-0.2744322161239103,-0.15987038978517037,-1.4552873311359595,-0.4929391428724161,0.983902862719704,1,2,1,SAC
-5.702600084968381,-1.596362378834555,-2.17785832443294,-0.12397197787325288,0.7041776040361518,-1.7016028865963144,-1.291808699670736,1,2,0,SEA
-1.3662453179083285,-0.05639865705741402,0.3546900460398472,4.265560036547307,-2.3351379198887914,3.058912905932158,1.2196063079846733,1,2,1,UTA
-1.7066969357520623,-3.271110488149232,0.3003681057321988,0.3340788340875085,-1.361777779969931,1.6581060130062029,-0.8836832363289903,0,2,0,WAS
1.9190770482502995,-3.866139987287434,0.17629585641324527,0.5306770624575169,1.4701967979302117,-0.8780417373318582,-0.14069896669353668,0,3,1,CHA
1.927872350938463,-5.571470082960805,-1.1300391885684673,-1.0250319068819318,0.7286551590473244,1.5385678575690525,0.7961013737211116,0,3,0,CLE
-4.515118941603336,-2.6757429504181167,0.6769072468498134,-0.027811986357229142,-1.5461656073739742,2.045314340322234,0.04829745963849083,0,3,0,DET
0.5198238471350392,-4.422185335358047,1.3850554184631165,0.4700115508474141,0.33803031763585056,-1.121097085399791,-0.34330372783824575,1,3,1,HOU
-3.5447541434156697,-2.263926131936583,0.4569534857698993,0.16993566360773818,1.2639776329137096,-0.8146027877606561,-0.13926401661744384,0,3,1,IND
7.552822959124327,-1.4936122331109034,0.7425015622788071,0.6431189876383218,-2.8857664853847704,-1.3005403517747367,-2.951148289750689,1,3,1,LAS
0.9864064544430572,-4.1003195583505985,-1.122454022515037,0.19358776672834707,-0.59903477400728,0.1331903689337707,0.526398376423702,0,3,0,MIA
-2.633278003475556,0.46919878015148775,1.23291656466689,0.1825349459556835,0.20094489636167065,0.22298279478004807,-0.29870248062741794,1,3,0,MIN
2.2705143384469326,-3.6962775086940565,-0.1333422044102097,-1.7124497035434219,-0.4892232998974694,-1.4738718372515316,0.46573236787910444,0,3,1,NYL
-2.2135003557619095,-0.18802016110932765,-1.194720293091515,-1.8356929098295163,-1.576082559691553,0.7650346088535894,-1.350617702379345,0,3,0,ORL
-2.714913536229565,-1.3989362985985536,-2.040989235817449,0.8806885223558917,-0.7444037036196983,0.21936899243347247,-1.0320948942859587,1,3,0,PHO
-3.477613728005524,-0.31028009377912574,0.35519074441335535,-0.15073741609079036,1.2932734055728488,-0.9277464748808213,-1.0431884321731373,1,3,0,POR
2.4478637310017115,-2.3296978879070482,-0.8163975179149199,0.74673240561348,-0.7981762810565596,-0.7309460215296695,-1.061072653979119,1,3,0,SAC
-4.0014806915586165,-3.118320016263726,-0.25023897829524994,-0.5758220024355877,0.01080134234125569,-1.74104547861132,0.14356129257946637,1,3,1,SEA
-0.24321646359869029,-2.238679073005771,0.29993205724559435,3.263052251921386,0.34981862579707007,1.4136213210410726,0.24684070028861826,1,3,1,UTA
-4.073192079896179,-3.57127224666878,0.8652541797471192,-0.4706765564226169,-0.7619818837714314,0.8927499601423398,-2.224765447277568,0,3,1,WAS
-0.23636389935748112,-3.1425295027191917,2.523737810931638,-0.7327872005243327,-2.105489189144733,-0.4017193330999923,1.872998443704708,0,4,1,CHA
-3.317500517360388,-3.377671533927994,1.2836971051044528,0.49235155511571627,0.5915379885060722,-1.5555818429427621,-0.9355654801429824,0,4,1,CLE
-4.023298126910325,-0.9900440610747953,0.26027759149559304,1.8096699853418574,0.6578251164824113,0.44909159610154964,-1.626623154421448,0,4,1,DET
3.0952720618766847,-5.0464410207457915,1.032641170011143,1.1816933508910727,-0.4425472428313557,-0.12798822780002586,-0.748757424451421,1,4,1,HOU
